timestamp,prev_index_price,interest_8h,interest_1h,index_price,funding
1583769600000,7724.94,0.004096551479650695,0.0005535422944661823,7758.19,0.004072967537369622
1583798400000,7877.05,0.004247884816211479,0.0005467415404043154,7931.75,0.004272819967364293
1583841600000,8038.18,0.00428161006359408,0.0005175092770876667,8071.3,0.003919004935491818
1583870400000,7872.61,0.004458756364999622,0.0005612270497372271,7983.84,0.004394042642053871
1583899200000,7904.89,0.004523424338577824,0.000572015246317381,7926.06,0.004502664275916041
1583928000000,7850.28,0.0048376063627733985,0.000607027169047477,7832.95,0.004798459690701233
1583956800000,7798.81,0.0049967785946644725,0.0006246701792571626,7832.77,0.004972437217632569
1583985600000,7637.93,0.00499157855902652,0.0006228704443876525,7661.05,0.0049923145226729825
1584014400000,6133.4,0.0032872903323396354,-0.0006259951200614742,6022.87,0.0033667611608220985
1584043200000,5982.68,0.003965987990243547,0.0006180316510004254,6030.51,0.003988558939909674
1584072000000,5051.53,-0.0007444348780948262,-0.0005808063079035321,5377.6,-0.00023429716938790047
1584100800000,5641.97,0.001003281992164066,0.0006377858506815681,5453.57,0.0011648375233297614
1584129600000,5016.56,0.004898497023940088,0.0006058473116242296,5438.57,0.00480492488196917
1584158400000,5593.66,0.004444590123898224,0.0006235376597749392,5604.13,0.004538258765516534
1584187200000,5418.27,0.005159513736848866,0.0006193424430081349,5499.14,0.005020683058917608
1584216000000,5461.57,0.005086627914311588,0.0006243243515735296,5398.75,0.005001391465675479
1584244800000,5189.31,0.005155313623627049,0.0006257206067283029,5172.1,0.0050112235651668035
1584273600000,5436.68,0.0048951478106335905,0.0006263417602190857,5431.88,0.004982390970926596
1584302400000,5299.69,0.00510348711540436,0.0006216357674535978,5309.71,0.004997156768409974
1584331200000,5325.5,0.004902658378477406,0.0006303543462514869,5259.01,0.004959132683414854
1584360000000,4449.52,0.0053686512476780425,0.0006076374551890289,4574.06,0.005041958800884731
1584388800000,5128.08,0.004620866260184642,0.0006362661623482518,4942.75,0.004986207090740945
1584417600000,5299.44,0.0048034665914336565,0.0006244108595140903,5341.15,0.004905666728049214
1584446400000,5316.35,0.0050363535836693545,0.0006279430679977959,5285.05,0.005006329390011792
1584475200000,5386.22,0.004915485920735317,0.0006261682790594417,5396.67,0.00492977556311955
1584504000000,5389.36,0.004949216608810793,0.0006232151531921885,5411.93,0.004958334141417791
1584532800000,5097.09,0.005174783850997867,0.0006196504159295891,5161.28,0.005018431740075159
1584561600000,5335.05,0.004912474276678367,0.0006250671034090048,5349.18,0.0050094950732888395
1584590400000,5299.86,0.00494634311448474,0.0006235896959682167,5302.17,0.004955614537665763
1584619200000,5588.49,0.004862963578767841,0.0006228088084800821,5649.09,0.004980724210136531
1584648000000,6152.47,0.0046865964922025004,0.0006208964201681931,6237.4,0.004960149730944611
1584676800000,6157.74,0.004986530098623034,0.000625904123184906,6165.03,0.0049775615657818946
1584705600000,6858.1,0.0047804318901980124,0.0006371771282846296,6684.59,0.004977021997414897
1584734400000,6198.63,0.005056940035415724,0.0006203387023696859,6194.89,0.004929731592457034
1584763200000,6278.36,0.004572784788712168,0.0006302808247174854,6267.54,0.004567845116038267
1584792000000,5977.23,0.0051387846742430385,0.0006242868086240383,6118.01,0.005023675399588861
1584820800000,6218.4,0.004950734211126941,0.0006239727683644308,6226.1,0.00498176559336793
1584849600000,6280.93,0.004984517409738288,0.0006222988327722479,6359.51,0.004988945569892838
1584878400000,6267.57,0.005044672529267779,0.0006279997677007338,6160.42,0.005006893931273559
1584907200000,6000.25,0.005107535451095627,0.0006302948926071955,5920.31,0.005027317626614606
1584936000000,5909.81,0.004964715473035705,0.0006218503264616633,5962.05,0.004959357782244879
1584964800000,5878.93,0.004723816262317573,0.00047749028195401153,5861.62,0.004659460218333787
1584993600000,6277.04,0.004143684989154065,0.0005633264686075283,6288.94,0.004417182931392377
1585022400000,6633.99,0.004481995135955639,0.0005902068407963803,6552.98,0.004627107696222454
1585051200000,6746.82,0.004531902537945376,0.0005645800078566634,6763.25,0.004577783693396841
1585080000000,6672.55,0.0025867988803349117,0.0001697138992073759,6718.64,0.0025591810763627987
1585108800000,6611.18,0.0013089616596382208,0.00017981940361806161,6568.88,0.0013065583355319588
1585137600000,6607.75,0.0013706129310228365,0.00017143374341094218,6537.31,0.0013971409068654556
1585166400000,6663.69,0.0009961909178162357,9.075588694756983e-05,6631.25,0.0010101064136622763
1585195200000,6701.93,0.0007260303282957956,0.0001129388627612694,6745.19,0.000731499174419002
1585224000000,6630.7,0.0009547698096648597,0.00010440107156775593,6618.53,0.0009416307277960381
1585252800000,6668.04,0.000981166687990467,0.00016353672578773274,6680.09,0.000984623012769455
1585281600000,6809.4,0.0011840012403880698,0.00014022400101917608,6817.37,0.001199183086855101
1585310400000,6659.08,0.0021242634108773095,0.0004342474439190055,6634.07,0.002086875642311306
1585339200000,6657.4,0.003600032314437963,0.000433965074958041,6666.09,0.0036015284642716915
1585368000000,6257.37,0.0025656517007012518,0.0004194599526709496,6122.02,0.0024695124614040596
1585396800000,6273.49,0.0034268670558829637,0.00042675704142222014,6244.61,0.0034741907230714793
1585425600000,6176.96,0.0037215916677745386,0.0004927521792855605,6223.26,0.0036999464904676543
1585454400000,6215.39,0.0038548841672890305,0.00047370974460166077,6216.93,0.0038604671595526595
1585483200000,6177.85,0.0038312472340373215,0.00047534467189840003,6138.51,0.003797572259543337
1585512000000,6065.91,0.004965307152340827,0.0006311354808917676,5903.12,0.004948213400209217
1585540800000,5994.59,0.004864291284124568,0.0006244489825388494,6012.11,0.0048802242926866595
1585569600000,6298.7,0.004820502918425029,0.0006202038480111271,6377.06,0.004970990733911624
1585612800000,6478.76,0.004828500400411942,0.0006255697990659194,6403.95,0.004877788368367896
1585641600000,6471.32,0.004728123956035354,0.0005556953857298227,6448.71,0.004759589546876095
1585670400000,6468.25,0.004572124309783867,0.0005847615958139818,6464.77,0.004572539295685892
1585699200000,6444.62,0.004294681638105866,0.0004878281007580253,6423.75,0.004293571975760539
1585728000000,6308.26,0.003977193772395665,0.0004692593269348552,6338.13,0.003924141550763977
1585756800000,6260.63,0.003517132718758,0.00045464530770077225,6241.58,0.0034861686104548026
1585785600000,6540.53,0.0035032212000647932,0.0004336101298535232,6664.75,0.0035277325905880286
1585814400000,6652.42,0.003270965081390579,0.00037595213356297154,6662.27,0.0032532631554940887
1585843200000,6790.65,0.002779256332043239,0.000349167836759019,6815.5,0.0027871057430273786
1585872000000,6851.83,0.002600534095534364,0.0003120237010936223,6800.63,0.0026178301927441174
1585900800000,6806.31,0.0026506472985480746,0.0003313799635897098,6943.19,0.0026467216143822177
1585929600000,6796.41,0.0028824000289944932,0.00036560794628055104,6721.57,0.0028771960263228443
1585958400000,6774.81,0.001191629033333982,-0.0004159658921233675,6742.83,0.0011948013019092247
1585987200000,6737.67,-0.0034000751527540106,-0.00016354115528570065,6741.18,-0.003397273533800594
1586016000000,6721.03,0.0024472969676552912,0.0003500651970745936,6739.91,0.002457962935735586
1586044800000,6857.11,0.0029129960791960253,0.00036694782859057377,6872.83,0.002942111235640588
1586073600000,6778.63,0.002964474094914848,0.0003744766061274849,6778.06,0.0029448715273521784
1586102400000,6777.14,0.0019903480212593127,-0.0004826272372406987,6793.2,0.001991557655122696
1586131200000,6807.07,-0.0026492936109092234,-0.000626237780645608,6777.7,-0.002647369425233829
1586160000000,7094.98,-0.00135000626053355,-0.0006288576226385494,7041.61,-0.0014066273201236352
1586188800000,7113.39,0.0025706411094450297,0.00038210493601495974,7155.28,0.002594101118733969
1586217600000,7278.41,0.0028623343033426724,0.0003525886236105998,7340.05,0.0028935850734858044
1586246400000,7316.07,0.0027740369291648997,0.0003212396586359855,7387.57,0.0027673607355706347
1586275200000,7288.22,0.002644698804888033,0.0003290636507693506,7331.25,0.0026394324293972722
1586304000000,7172.19,0.002641419889563041,0.00032000003531227727,7201.14,0.002618796282853698
1586332800000,7316.15,0.002757287610051623,0.0003435595334393472,7325.86,0.002788003300135139
1586361600000,7271.2,0.0031764908775007185,0.0004875284870068258,7280.34,0.0031523914110451316
1586390400000,7366.12,0.003755618662803452,0.00047030408823477246,7368.77,0.0037780627369307673
1586419200000,7324.43,0.0038213662976811533,0.0004815207019011383,7341.76,0.003798616135941103
1586448000000,7331.75,0.0038035039097595305,0.00047672287765868694,7289.75,0.0037879530010190127
1586476800000,7320.42,0.0006821075301238509,0.0,7293.43,0.0006820967112524423
1586505600000,6963.27,-0.0001004701409863271,-1.61986294296036e-05,6931.1,-9.707626660279983e-05
1586534400000,6857.92,-9.365814324599908e-05,-1.48265901842254e-05,6778.69,-9.347083525934522e-05
1586563200000,6869.21,-0.0003019369141361589,-5.338470855341205e-06,6872.2,-0.00030578780022076304
1586592000000,6935.03,-0.00010573565384383509,-1.1547343057150282e-05,6888.73,-0.00010646647595263362
1586620800000,6828.31,-6.803688211164684e-05,-1.2774158787477888e-05,6844.72,-6.783395980234338e-05
1586649600000,6869.4,-5.4834587276775344e-05,-2.7404991789430412e-06,6887.96,-5.474243847596417e-05
1586678400000,6834.88,-0.0002126498703194769,-2.9341112252723083e-05,6840.86,-0.00021101491951561725
1586707200000,6981.95,-0.00026204934974306023,-4.20329683437976e-05,7036.2,-0.0002635562649711545
1586736000000,7041.61,-0.00010375834713148314,-1.2361244890694236e-05,6906.99,-0.00010446262066830529
1586764800000,6745.74,-0.0006225072243945074,-3.669907836475557e-05,6708.79,-0.0006069380078159888
1586793600000,6732.76,-0.0002493378903555556,-1.1117345635785794e-05,6780.93,-0.00025009605236722264
1586822400000,6889.96,-0.00015562960352722202,-4.4211481608427266e-05,6860.44,-0.00015685699887544796
1586851200000,6885.25,-0.00012643860763673814,-4.814934546460253e-06,6831.47,-0.00012646763545909345
1586880000000,6905.38,-5.481069847913607e-05,-1.0755593740186671e-05,6920.6,-5.50610269179275e-05
1586908800000,6885.95,-0.0002016491874419071,-1.8472171704879988e-05,6877.25,-0.00020126778563723087
1586937600000,6897.35,-8.908361506899866e-05,-9.582708347682692e-06,6871.44,-8.919754512677863e-05
1586966400000,6726.62,-0.0002128825506669187,-3.7958748397414744e-05,6702.41,-0.0002095331651053624
1586995200000,6715.59,-0.00021777376127671776,-3.016291621818631e-05,6623.43,-0.00021896499246355062
1587024000000,6695.43,-0.00024896953120451764,-7.079778586690138e-07,6897.34,-0.00024887867788127586
1587052800000,7029.11,-3.409547659628177e-06,0.0,7058.3,-3.489619549342081e-06
1587081600000,7172.24,6.490485905973188e-06,-1.3251932137305162e-06,7113.32,6.469036360702854e-06
1587110400000,7065.17,-4.897230568587167e-05,0.0,7057.85,-4.884561905204592e-05
1587139200000,7035.68,-6.226729227072141e-06,-2.1745692819117274e-06,7049.06,-6.2223968235275964e-06
1587168000000,7061.27,0.0004001789430398451,0.00017578049413332502,7033.82,0.0004011230374858906
1587196800000,7099.54,4.691907723641245e-05,0.0,7102.12,4.679582438977263e-05
1587225600000,7237.91,6.061212836012694e-07,-4.940964418903273e-09,7248.26,6.065655808570478e-07
1587254400000,7276.39,2.6652073678447314e-05,1.1434251196119215e-06,7259.98,2.6592844888758462e-05
1587283200000,7164.27,-6.594323240372207e-05,-2.740625685747416e-05,7156.57,-6.535882535695632e-05
1587312000000,7114.78,-3.160771660149099e-05,-3.3226581613718245e-07,7108.52,-3.1675402479969e-05
1587340800000,7185.37,-3.711801760182172e-05,-1.9101094316997815e-06,7129.34,-3.7362760238331745e-05
1587369600000,7175.84,-1.9591091908978834e-06,-1.1063108675945517e-06,7194.67,-1.9699566468157226e-06
1587398400000,7079.48,-0.00013849093214362093,-6.602192413947387e-06,7082.74,-0.00013537504657356916
1587427200000,6889.17,-0.0002723147922110845,-2.725065869847217e-05,6839.42,-0.00026374462529215166
1587456000000,6890.53,-0.00014450500229392713,-1.578829768483904e-05,6893.62,-0.0001453209282804895
1587484800000,6827.11,-6.547604946492095e-05,-5.726616739260906e-06,6840.9,-6.508716658771196e-05
1587513600000,6904.0,-0.00013044942248940117,-2.7844728147629184e-05,6854.11,-0.00013141788672872432
1587542400000,6944.25,-0.000146444990376997,-1.2400699285119227e-05,6948.77,-0.0001466478527654571
1587571200000,7105.73,-0.00014023041731660234,-2.4508404751522036e-06,7125.64,-0.00014057278399979588
1587600000000,7121.73,-3.4240442954177926e-05,-6.606907489386168e-06,7135.77,-3.415971366614255e-05
1587628800000,7043.86,-2.6881931631735175e-06,-1.8887330933782876e-06,7066.74,-2.6605805627735655e-06
1587657600000,7549.02,-2.523388591768232e-05,2.760236998426547e-07,7537.88,-2.5276287833963075e-05
1587686400000,7571.4,-0.00034733917946748764,-0.00032805205874970726,7490.31,-0.0003489493963158357
1587715200000,7537.74,-0.0004479896073010917,2.6517634805322144e-09,7581.38,-0.0004480388084505098
1587744000000,7504.61,1.7610262504290748e-05,0.0,7511.73,1.755699706383515e-05
1587772800000,7493.25,-0.0003631202995178998,-2.940605764818401e-06,7511.34,-0.0003635158946238021
1587801600000,7589.02,-0.0005747268947207219,-4.543530820950655e-08,7563.29,-0.0005731381893420051
1587830400000,7587.31,-8.746488604779026e-06,-7.842729621643854e-06,7531.11,-8.77414906029203e-06
1587859200000,7543.98,-2.197680207085501e-05,-3.761709345757807e-06,7548.76,-2.1985183526411184e-05
1587888000000,7556.04,-0.0003565601577370877,-3.3358225546586156e-05,7553.82,-0.0003574598540484873
1587916800000,7648.14,-9.366776375716025e-06,-1.7994488349123955e-06,7551.0,-9.387612921363823e-06
1587945600000,7621.95,-7.334045905963588e-05,-2.783044241606006e-06,7704.22,-7.389901577156402e-05
1587974400000,7665.95,-1.6648663353536896e-05,-7.634094427644794e-06,7706.39,-1.6640555564097835e-05
1588003200000,7677.74,-4.592895710389744e-05,-1.0905592366967437e-05,7687.83,-4.5936436202659986e-05
1588032000000,7778.64,-5.69185706954779e-05,-1.009529864430565e-06,7791.47,-5.695377028019615e-05
1588060800000,7721.13,-2.3274464447123478e-07,0.0,7713.61,-2.3279668556236017e-07
1588089600000,7691.49,-1.551606170629479e-07,-1.4332042163715135e-07,7724.27,-1.5480127603813555e-07
1588118400000,7762.07,-3.604527691571594e-05,-1.6971624353987206e-07,7760.69,-3.6111067168269285e-05
1588147200000,7960.0,-2.8186484229671186e-06,1.4670427294293706e-07,7959.0,-2.8342992050484826e-06
